"account_id","open_date","statement_frequency","district_name","num_customers","credit_cards","loan","loan_amount","loan_payments","loan_term","loan_status","loan_default","max_withdrawal","min_withdrawal","cc_payments","max_balance","min_balance"
44,"1993-05-10","monthly","Ceska Lipa",1,0,FALSE,NA,NA,NA,NA,NA,4200,54,41,29482,400
45,"1997-09-02","monthly","Zlin",1,0,FALSE,NA,NA,NA,NA,NA,25455,5,133,52970,300
47,"1993-08-08","monthly","Jicin",1,0,FALSE,NA,NA,NA,NA,NA,52886,59,43,108509,300
48,"1996-11-17","monthly","Tabor",1,1,FALSE,NA,NA,NA,NA,NA,34221,61,117,72803,700
49,"1997-04-06","monthly","Hl.m. Praha",1,0,FALSE,NA,NA,NA,NA,NA,4654,13,63,24004,300
50,"1994-05-06","monthly","Hl.m. Praha",1,0,FALSE,NA,NA,NA,NA,NA,24195,46,48,90088,900
51,"1996-05-11","monthly","Bruntal",1,1,FALSE,NA,NA,NA,NA,NA,30950,76,87,106203,800
52,"1997-01-29","monthly","Jindrichuv Hradec",1,0,FALSE,NA,NA,NA,NA,NA,38295,4,89,83077,900
53,"1995-06-07","monthly","Vsetin",1,0,FALSE,NA,NA,NA,NA,NA,4277,15,65,27519,700
54,"1995-05-02","monthly","Kladno",1,0,FALSE,NA,NA,NA,NA,NA,3421,12,118,29756,1000
55,"1996-02-19","monthly","Strakonice",1,0,FALSE,NA,NA,NA,NA,NA,4629,32,87,23445,300
56,"1994-05-16","monthly","Svitavy",1,0,FALSE,NA,NA,NA,NA,NA,21890,48,54,78757,900
57,"1995-05-21","monthly","Hl.m. Praha",1,0,FALSE,NA,NA,NA,NA,NA,31962,44,123,77726,700
58,"1996-08-23","monthly","Rokycany",2,0,FALSE,NA,NA,NA,NA,NA,5804,1,117,28954,-2204
59,"1994-03-27","monthly","Hradec Kralove",1,0,FALSE,NA,NA,NA,NA,NA,21424,15,135,89720,600
61,"1993-12-11","monthly","Karvina",1,0,FALSE,NA,NA,NA,NA,NA,4019,49,30,31765,700
62,"1993-03-28","monthly","Pardubice",1,0,FALSE,NA,NA,NA,NA,NA,5079,65,53,36366,1100
63,"1996-11-16","monthly","Domazlice",1,0,FALSE,NA,NA,NA,NA,NA,5024,60,123,37303,600
64,"1997-03-11","monthly","Zlin",1,0,FALSE,NA,NA,NA,NA,NA,34850,59,102,79559,200
65,"1996-10-29","monthly","Liberec",1,1,FALSE,NA,NA,NA,NA,NA,36885,10,98,85379,600
67,"1994-10-19","monthly","Jindrichuv Hradec",2,0,TRUE,165960,6915,24,"A",FALSE,62235,58,101,134939,700
69,"1996-01-12","monthly","Zlin",2,0,FALSE,NA,NA,NA,NA,NA,43725,6,92,71708,600
70,"1995-02-18","monthly","Mlada Boleslav",1,0,FALSE,NA,NA,NA,NA,NA,13630,25,128,60184,500
71,"1994-03-05","monthly","Hl.m. Praha",1,1,FALSE,NA,NA,NA,NA,NA,32576,69,82,94860,700
73,"1993-11-08","monthly","Olomouc",1,1,FALSE,NA,NA,NA,NA,NA,28667,54,52,89175,400
75,"1995-08-13","monthly","Hl.m. Praha",1,0,FALSE,NA,NA,NA,NA,NA,18825,48,47,49848,700
76,"1996-05-16","monthly","Usti nad Orlici",2,0,FALSE,NA,NA,NA,NA,NA,11720,48,75,49609,200
77,"1996-11-19","monthly","Vyskov",1,0,FALSE,NA,NA,NA,NA,NA,25635,47,74,56325,400
78,"1993-07-07","monthly","Ostrava - mesto",1,0,FALSE,NA,NA,NA,NA,NA,26217,48,144,78733,400
79,"1996-11-29","monthly","Beroun",2,0,FALSE,NA,NA,NA,NA,NA,4182,44,147,27474,600
80,"1995-09-27","monthly","Hradec Kralove",1,0,FALSE,NA,NA,NA,NA,NA,3378,3,93,28082,900
81,"1996-07-18","monthly","Ostrava - mesto",1,0,FALSE,NA,NA,NA,NA,NA,9300,27,54,39080,1000
82,"1994-05-03","monthly","Plzen - mesto",2,0,FALSE,NA,NA,NA,NA,NA,49581,54,141,161574,300
83,"1993-04-16","monthly","Plzen - mesto",1,0,FALSE,NA,NA,NA,NA,NA,13839,36,61,42435,500
85,"1997-03-23","monthly","Frydek - Mistek",1,0,FALSE,NA,NA,NA,NA,NA,8945,16,110,59467,400
86,"1993-03-07","monthly","Brno - mesto",1,0,FALSE,NA,NA,NA,NA,NA,3243,11,42,28700,800
88,"1996-07-03","monthly","Tachov",2,0,FALSE,NA,NA,NA,NA,NA,3403,13,92,27174,300
89,"1997-09-25","monthly","Frydek - Mistek",2,0,FALSE,NA,NA,NA,NA,NA,12000,16,146,39075,600
90,"1994-07-13","monthly","Hl.m. Praha",2,0,FALSE,NA,NA,NA,NA,NA,36459,60,67,74107,500
91,"1996-11-06","monthly","Pelhrimov",2,0,FALSE,NA,NA,NA,NA,NA,45770,23,41,77111,-4188
93,"1996-06-12","monthly","Benesov",1,0,FALSE,NA,NA,NA,NA,NA,10782,27,145,38377,500
95,"1995-03-30","monthly","Hl.m. Praha",1,1,FALSE,NA,NA,NA,NA,NA,35890,7,118,97808,200
96,"1993-02-18","monthly","Frydek - Mistek",1,1,FALSE,NA,NA,NA,NA,NA,66332,55,84,156580,1100
97,"1996-05-05","monthly","Ostrava - mesto",2,1,TRUE,102876,8573,12,"A",FALSE,26892,46,133,67288,900
98,"1997-05-02","monthly","Brno - venkov",1,0,FALSE,NA,NA,NA,NA,NA,4557,17,30,25586,1100
99,"1995-06-27","monthly","Hl.m. Praha",1,0,FALSE,NA,NA,NA,NA,NA,49889,7,99,122885,600
100,"1993-12-28","monthly","Usti nad Labem",1,0,FALSE,NA,NA,NA,NA,NA,17837,12,152,84377,600
101,"1996-04-16","monthly","Jablonec n. Nisou",1,0,FALSE,NA,NA,NA,NA,NA,26796,49,94,81423,1000
102,"1993-10-16","monthly","Praha - zapad",1,0,FALSE,NA,NA,NA,NA,NA,48218,0,70,96777,-7104
103,"1996-03-10","monthly","Chrudim",1,0,TRUE,265320,7370,36,"D",FALSE,48308,16,61,124758,-1140
104,"1993-04-15","monthly","Litomerice",2,0,FALSE,NA,NA,NA,NA,NA,3063,42,141,31741,500
105,"1997-07-10","monthly","Tabor",1,1,TRUE,352704,7348,48,"C",FALSE,49101,38,55,74694,800
106,"1994-11-27","monthly","Vyskov",1,1,FALSE,NA,NA,NA,NA,NA,26648,15,39,76991,500
107,"1993-11-05","monthly","Zlin",1,0,FALSE,NA,NA,NA,NA,NA,10600,26,158,50612,1000
108,"1995-03-10","monthly","Blansko",2,1,FALSE,NA,NA,NA,NA,NA,23555,79,68,88609,800
109,"1997-04-20","monthly","Blansko",1,1,FALSE,NA,NA,NA,NA,NA,16920,27,129,53624,1100
110,"1996-07-17","monthly","Liberec",1,1,TRUE,162576,4516,36,"C",FALSE,35157,53,37,79652,900
112,"1993-03-12","monthly","Kutna Hora",1,0,FALSE,NA,NA,NA,NA,NA,6582,17,105,52895,200
113,"1996-07-22","monthly","Brno - venkov",1,0,FALSE,NA,NA,NA,NA,NA,6417,54,39,32697,600
114,"1997-03-14","monthly","Prostejov",1,0,FALSE,NA,NA,NA,NA,NA,4234,54,53,27332,500
115,"1993-03-19","monthly","Frydek - Mistek",2,1,FALSE,NA,NA,NA,NA,NA,11498,29,135,52047,800
116,"1996-03-21","monthly","Mlada Boleslav",1,0,FALSE,NA,NA,NA,NA,NA,34685,40,29,77466,800
117,"1993-09-05","monthly","Tachov",1,0,FALSE,NA,NA,NA,NA,NA,4903,20,66,32382,900
118,"1997-09-18","monthly","Frydek - Mistek",1,0,FALSE,NA,NA,NA,NA,NA,10900,29,140,40532,600
119,"1993-05-25","monthly","Plzen - jih",1,0,FALSE,NA,NA,NA,NA,NA,32288,29,119,70508,800
121,"1997-10-11","monthly","Brno - venkov",2,0,FALSE,NA,NA,NA,NA,NA,13100,9,31,37504,200
122,"1996-10-30","monthly","Tachov",1,1,FALSE,NA,NA,NA,NA,NA,33903,6,42,86062,900
123,"1993-03-13","monthly","Tabor",1,0,FALSE,NA,NA,NA,NA,NA,4843,54,90,27494,200
124,"1997-12-28","monthly","Brno - venkov",2,0,FALSE,NA,NA,NA,NA,NA,10600,10,79,26468,800
126,"1993-10-23","monthly","Kolin",1,0,FALSE,NA,NA,NA,NA,NA,49750,41,27,118219,200
127,"1994-02-02","monthly","Rokycany",1,0,FALSE,NA,NA,NA,NA,NA,3364,10,161,23673,600
128,"1993-02-19","monthly","Benesov",1,1,FALSE,NA,NA,NA,NA,NA,38879,19,60,86413,300
129,"1997-10-01","monthly","Ostrava - mesto",1,0,FALSE,NA,NA,NA,NA,NA,6998,25,59,29052,600
130,"1997-02-12","monthly","Brno - mesto",2,0,FALSE,NA,NA,NA,NA,NA,6813,67,15,35067,300
131,"1995-06-13","monthly","Usti nad Orlici",1,0,FALSE,NA,NA,NA,NA,NA,15534,42,39,48212,5496
134,"1997-12-10","monthly","Chomutov",2,1,FALSE,NA,NA,NA,NA,NA,14446,60,137,47697,300
135,"1993-06-15","monthly","Prerov",1,0,FALSE,NA,NA,NA,NA,NA,9200,33,47,75906,700
136,"1996-05-14","monthly","Ostrava - mesto",1,0,FALSE,NA,NA,NA,NA,NA,6378,56,53,32170,600
137,"1996-07-19","monthly","Karvina",1,0,FALSE,NA,NA,NA,NA,NA,34814,44,94,81958,900
138,"1995-09-19","monthly","Domazlice",1,0,FALSE,NA,NA,NA,NA,NA,11200,100,129,21200,1100
140,"1996-06-25","monthly","Karlovy Vary",1,0,FALSE,NA,NA,NA,NA,NA,48742,27,44,84824,300
141,"1996-03-06","monthly","Louny",1,0,FALSE,NA,NA,NA,NA,NA,45248,96,130,89665,900
142,"1993-02-15","monthly","Trutnov",2,0,FALSE,NA,NA,NA,NA,NA,4555,50,147,30167,900
143,"1996-11-27","monthly","Tabor",2,0,FALSE,NA,NA,NA,NA,NA,4924,50,76,27564,500
145,"1996-01-03","monthly","Tachov",1,0,FALSE,NA,NA,NA,NA,NA,10834,28,111,68969,1100
146,"1993-09-02","monthly","Kladno",1,0,FALSE,NA,NA,NA,NA,NA,6296,17,95,38814,500
148,"1993-06-21","monthly","Mlada Boleslav",1,0,FALSE,NA,NA,NA,NA,NA,3468,3,40,27206,500
149,"1997-11-16","monthly","Hradec Kralove",2,0,FALSE,NA,NA,NA,NA,NA,14600,1,91,58484,300
150,"1995-03-16","monthly","Opava",1,0,FALSE,NA,NA,NA,NA,NA,46079,6,46,98752,1900
151,"1993-09-06","monthly","Sumperk",1,0,FALSE,NA,NA,NA,NA,NA,10700,18,152,34425,1000
152,"1996-04-12","monthly","Hl.m. Praha",1,0,FALSE,NA,NA,NA,NA,NA,9900,43,109,35746,1100
153,"1993-09-19","monthly","Vsetin",2,0,FALSE,NA,NA,NA,NA,NA,20595,35,125,53039,400
154,"1994-06-21","monthly","Nachod",1,0,FALSE,NA,NA,NA,NA,NA,21114,30,141,96137,900
155,"1995-11-07","monthly","Jihlava",1,0,FALSE,NA,NA,NA,NA,NA,12700,12,32,38532,300
156,"1997-10-22","monthly","Zlin",2,0,FALSE,NA,NA,NA,NA,NA,3481,3,135,21707,1000
157,"1997-03-28","monthly","Praha - zapad",1,0,FALSE,NA,NA,NA,NA,NA,6918,22,53,39576,200
158,"1995-03-15","monthly","Litomerice",1,0,FALSE,NA,NA,NA,NA,NA,36822,55,83,83034,700
159,"1997-02-11","monthly","Karvina",2,1,FALSE,NA,NA,NA,NA,NA,33081,58,133,103034,800
160,"1993-09-04","monthly","Cheb",1,0,FALSE,NA,NA,NA,NA,NA,18600,32,82,113217,400
161,"1994-07-04","monthly","Plzen - sever",1,0,FALSE,NA,NA,NA,NA,NA,4419,16,62,29469,900
162,"1993-08-25","monthly","Prostejov",1,0,FALSE,NA,NA,NA,NA,NA,5188,68,63,40827,200
163,"1993-01-27","monthly","Sokolov",2,0,FALSE,NA,NA,NA,NA,NA,6698,11,131,43752,900
164,"1996-09-13","monthly","Prostejov",2,0,FALSE,NA,NA,NA,NA,NA,47058,6,156,67994,200
165,"1993-06-01","monthly","Klatovy",1,0,FALSE,NA,NA,NA,NA,NA,6864,22,57,62489,1000
166,"1996-08-20","monthly","Pelhrimov",1,0,FALSE,NA,NA,NA,NA,NA,4566,49,82,31842,800
168,"1993-04-27","monthly","Tachov",1,0,FALSE,NA,NA,NA,NA,NA,3020,43,33,24794,500
169,"1995-09-28","monthly","Kladno",1,0,FALSE,NA,NA,NA,NA,NA,19188,11,38,78256,500
170,"1996-07-02","monthly","Kromeriz",1,0,FALSE,NA,NA,NA,NA,NA,25599,53,133,79183,1000
171,"1996-06-08","monthly","Nachod",1,0,FALSE,NA,NA,NA,NA,NA,6003,16,65,33192,500
172,"1993-08-30","monthly","Rakovnik",1,1,FALSE,NA,NA,NA,NA,NA,33584,7,6,78889,700
173,"1993-11-26","monthly","Zdar nad Sazavou",1,0,TRUE,104808,8734,12,"A",FALSE,25970,20,125,87882,500
174,"1996-09-04","monthly","Usti nad Orlici",1,0,FALSE,NA,NA,NA,NA,NA,3377,14,70,21345,900
177,"1997-09-26","monthly","Hl.m. Praha",1,0,FALSE,NA,NA,NA,NA,NA,29175,17,135,75171,800
178,"1997-09-06","monthly","Kromeriz",1,0,FALSE,NA,NA,NA,NA,NA,2981,10,139,18082,1000
181,"1996-06-11","monthly","Tabor",1,1,FALSE,NA,NA,NA,NA,NA,16158,59,43,52501,200
182,"1996-08-24","monthly","Pardubice",1,0,FALSE,NA,NA,NA,NA,NA,10700,200,139,16900,200
183,"1993-12-12","monthly","Hradec Kralove",2,0,FALSE,NA,NA,NA,NA,NA,21963,53,52,63967,200
184,"1996-02-21","monthly","Vsetin",1,0,FALSE,NA,NA,NA,NA,NA,29546,29,72,86912,600
185,"1997-07-04","monthly","Ceska Lipa",2,1,FALSE,NA,NA,NA,NA,NA,28846,60,46,79865,1000
187,"1993-03-28","monthly","Kolin",1,0,FALSE,NA,NA,NA,NA,NA,4197,20,144,26365,200
188,"1993-04-20","monthly","Brno - mesto",1,0,FALSE,NA,NA,NA,NA,NA,29120,36,121,100010,700
189,"1997-04-16","monthly","Sumperk",1,0,FALSE,NA,NA,NA,NA,NA,31530,48,49,76341,700
190,"1995-03-02","monthly","Ostrava - mesto",1,0,FALSE,NA,NA,NA,NA,NA,26334,44,114,69474,500
191,"1997-03-17","monthly","Usti nad Labem",1,1,FALSE,NA,NA,NA,NA,NA,66314,65,104,126097,600
192,"1993-01-08","monthly","Brno - venkov",1,0,FALSE,NA,NA,NA,NA,NA,5859,62,67,39284,300
193,"1996-12-22","monthly","Jesenik",1,0,FALSE,NA,NA,NA,NA,NA,15999,30,37,39963,300
194,"1996-08-01","monthly","Chrudim",2,0,FALSE,NA,NA,NA,NA,NA,11000,15,119,38894,400
195,"1997-02-27","monthly","Karvina",1,1,FALSE,NA,NA,NA,NA,NA,21924,7,155,56940,600
196,"1993-11-14","monthly","Kladno",1,1,FALSE,NA,NA,NA,NA,NA,19408,54,71,86238,400
197,"1993-02-25","monthly","Hl.m. Praha",1,0,FALSE,NA,NA,NA,NA,NA,32577,16,65,76344,800
198,"1993-10-25","monthly","Karvina",1,0,FALSE,NA,NA,NA,NA,NA,4299,23,69,30570,900
199,"1996-10-26","monthly","Karvina",1,0,FALSE,NA,NA,NA,NA,NA,2977,48,46,29612,700
200,"1994-07-03","monthly","Pelhrimov",1,1,FALSE,NA,NA,NA,NA,NA,26000,31,146,125341,900
201,"1994-11-02","monthly","Vyskov",1,0,FALSE,NA,NA,NA,NA,NA,23752,48,81,62199,600
204,"1996-01-13","monthly","Bruntal",1,0,FALSE,NA,NA,NA,NA,NA,2926,41,108,27125,600
205,"1997-10-08","monthly","Hl.m. Praha",1,0,FALSE,NA,NA,NA,NA,NA,10400,22,97,45527,1000
206,"1995-04-08","monthly","Trebic",1,0,FALSE,NA,NA,NA,NA,NA,10600,16,104,42635,1100
207,"1993-07-25","monthly","Benesov",1,0,FALSE,NA,NA,NA,NA,NA,9300,17,80,36471,900
208,"1996-03-27","monthly","Brno - mesto",1,0,FALSE,NA,NA,NA,NA,NA,22494,12,133,61131,700
209,"1996-11-24","monthly","Litomerice",1,0,FALSE,NA,NA,NA,NA,NA,12200,18,54,45817,900
210,"1996-03-17","monthly","Rychnov nad Kneznou",1,0,FALSE,NA,NA,NA,NA,NA,25100,48,140,56027,1000
211,"1997-07-19","monthly","Plzen - sever",1,1,FALSE,NA,NA,NA,NA,NA,48433,69,64,151101,800
213,"1995-08-29","monthly","Opava",2,1,FALSE,NA,NA,NA,NA,NA,36408,10,179,87659,1000
214,"1997-03-09","monthly","Domazlice",1,0,FALSE,NA,NA,NA,NA,NA,3146,39,55,17518,500
215,"1997-11-25","monthly","Tachov",1,0,FALSE,NA,NA,NA,NA,NA,3182,45,91,19113,1000
216,"1994-05-16","monthly","Louny",1,0,FALSE,NA,NA,NA,NA,NA,6460,64,129,36351,500
217,"1995-01-20","monthly","Vsetin",1,0,FALSE,NA,NA,NA,NA,NA,16614,23,39,48581,800
218,"1996-02-06","monthly","Frydek - Mistek",2,0,FALSE,NA,NA,NA,NA,NA,49217,38,70,146909,-2172
219,"1995-09-06","monthly","Plzen - sever",2,1,FALSE,NA,NA,NA,NA,NA,26649,76,91,81085,500
220,"1993-04-09","monthly","Olomouc",1,0,FALSE,NA,NA,NA,NA,NA,5271,54,28,36356,400
221,"1996-10-30","monthly","Prachatice",2,0,FALSE,NA,NA,NA,NA,NA,32151,7,127,69998,300
222,"1993-03-15","monthly","Litomerice",1,1,FALSE,NA,NA,NA,NA,NA,51614,72,127,106492,500
223,"1995-06-13","monthly","Most",2,1,FALSE,NA,NA,NA,NA,NA,46867,104,11,76631,800
224,"1996-10-27","monthly","Cesky Krumlov",1,0,FALSE,NA,NA,NA,NA,NA,5776,17,111,28997,1100
225,"1993-07-28","monthly","Hl.m. Praha",1,0,FALSE,NA,NA,NA,NA,NA,15400,11,125,92940,1000
226,"1997-02-23","monthly","Karvina",1,1,TRUE,109344,9112,12,"C",FALSE,28588,21,184,80433,1000
227,"1995-03-28","monthly","Plzen - jih",2,1,FALSE,NA,NA,NA,NA,NA,67038,20,42,119200,700
228,"1993-09-28","monthly","Kolin",1,0,FALSE,NA,NA,NA,NA,NA,32403,12,69,81057,800
229,"1997-06-07","monthly","Hl.m. Praha",1,0,FALSE,NA,NA,NA,NA,NA,5492,18,58,32493,1100
230,"1996-02-26","monthly","Hl.m. Praha",1,0,FALSE,NA,NA,NA,NA,NA,26240,14,154,66172,600
231,"1995-04-03","monthly","Domazlice",1,0,FALSE,NA,NA,NA,NA,NA,3110,11,175,21913,900
232,"1997-11-29","monthly","Jicin",1,1,FALSE,NA,NA,NA,NA,NA,33514,12,148,84657,700
234,"1993-07-15","monthly","Opava",1,0,FALSE,NA,NA,NA,NA,NA,5810,55,91,29550,500
235,"1993-10-06","monthly","Usti nad Labem",1,0,FALSE,NA,NA,NA,NA,NA,3324,13,52,30633,1000
236,"1996-03-16","monthly","Olomouc",1,0,FALSE,NA,NA,NA,NA,NA,12800,800,46,24700,900
237,"1994-03-25","monthly","Svitavy",1,0,FALSE,NA,NA,NA,NA,NA,2910,2,74,19487,900
238,"1993-08-15","monthly","Kutna Hora",1,0,FALSE,NA,NA,NA,NA,NA,3351,39,45,21972,500
240,"1997-04-28","monthly","Olomouc",1,0,FALSE,NA,NA,NA,NA,NA,33858,13,53,67915,300
241,"1996-09-29","monthly","Cesky Krumlov",1,0,FALSE,NA,NA,NA,NA,NA,10300,6,87,41009,500
242,"1996-08-29","monthly","Jesenik",1,0,FALSE,NA,NA,NA,NA,NA,34989,11,83,72333,500
244,"1993-02-08","monthly","Karlovy Vary",1,1,FALSE,NA,NA,NA,NA,NA,10100,44,122,62976,800
245,"1993-11-25","monthly","Znojmo",2,0,FALSE,NA,NA,NA,NA,NA,47784,15,92,135093,-1211
246,"1997-12-20","monthly","Znojmo",1,0,FALSE,NA,NA,NA,NA,NA,4486,22,57,19310,700
248,"1995-04-02","monthly","Hl.m. Praha",1,0,FALSE,NA,NA,NA,NA,NA,37274,75,65,74703,700
249,"1996-12-03","monthly","Plzen - sever",1,0,FALSE,NA,NA,NA,NA,NA,26390,82,92,64867,600
250,"1997-05-10","monthly","Breclav",2,0,FALSE,NA,NA,NA,NA,NA,15200,70,61,52311,500
251,"1996-04-06","monthly","Ostrava - mesto",1,0,FALSE,NA,NA,NA,NA,NA,13436,29,114,61297,900
252,"1996-12-26","monthly","Prachatice",2,0,FALSE,NA,NA,NA,NA,NA,5798,72,85,52630,1000
253,"1995-12-05","monthly","Nachod",1,1,FALSE,NA,NA,NA,NA,NA,33464,116,65,106815,-1213
255,"1996-11-03","monthly","Frydek - Mistek",2,0,FALSE,NA,NA,NA,NA,NA,57250,119,96,101534,900
256,"1995-05-14","monthly","Litomerice",1,1,FALSE,NA,NA,NA,NA,NA,28440,74,59,76527,1100
257,"1995-11-05","monthly","Praha - zapad",1,0,FALSE,NA,NA,NA,NA,NA,48963,76,53,136264,900
258,"1997-07-09","monthly","Zlin",1,0,FALSE,NA,NA,NA,NA,NA,6177,17,162,38349,900
259,"1993-10-28","monthly","Benesov",1,0,FALSE,NA,NA,NA,NA,NA,6523,15,132,37228,600
260,"1995-10-14","monthly","Karlovy Vary",1,0,FALSE,NA,NA,NA,NA,NA,14100,35,73,56754,600
261,"1996-10-07","monthly","Brno - mesto",1,0,FALSE,NA,NA,NA,NA,NA,9800,11,27,26402,200
262,"1996-01-27","monthly","Prerov",1,0,FALSE,NA,NA,NA,NA,NA,9800,200,137,23400,200
264,"1996-02-09","monthly","Cesky Krumlov",2,0,FALSE,NA,NA,NA,NA,NA,10900,14,133,44212,900
265,"1996-07-05","monthly","Prachatice",1,0,FALSE,NA,NA,NA,NA,NA,6135,20,159,28571,600
266,"1994-05-11","monthly","Pardubice",2,1,FALSE,NA,NA,NA,NA,NA,74628,135,70,137653,400
267,"1995-04-26","monthly","Louny",2,0,FALSE,NA,NA,NA,NA,NA,4847,59,39,30016,500
268,"1996-05-29","monthly","Beroun",1,0,FALSE,NA,NA,NA,NA,NA,49695,25,61,124186,500
269,"1996-08-30","monthly","Beroun",1,0,FALSE,NA,NA,NA,NA,NA,12000,4,39,43387,700
270,"1995-01-23","monthly","Plzen - jih",2,1,FALSE,NA,NA,NA,NA,NA,35636,26,91,116900,1100
271,"1996-08-13","monthly","Hl.m. Praha",2,0,FALSE,NA,NA,NA,NA,NA,6906,18,68,62743,400
272,"1996-10-23","monthly","Praha - zapad",1,0,FALSE,NA,NA,NA,NA,NA,29762,26,121,57855,1100
274,"1993-08-20","monthly","Sumperk",1,0,FALSE,NA,NA,NA,NA,NA,30597,41,117,68094,300
275,"1996-01-02","monthly","Rokycany",1,0,FALSE,NA,NA,NA,NA,NA,3390,12,160,22668,800
276,"1997-12-08","monthly","Louny",1,1,TRUE,160920,4470,36,"C",FALSE,40234,105,67,74906,700
278,"1996-04-08","monthly","Opava",2,1,FALSE,NA,NA,NA,NA,NA,31124,60,43,97478,700
279,"1993-04-14","monthly","Most",1,0,FALSE,NA,NA,NA,NA,NA,3007,36,49,32821,400
280,"1993-01-23","monthly","Klatovy",1,0,FALSE,NA,NA,NA,NA,NA,18065,19,27,69718,300
